Date,Bus Route No.,From,To,Way,Time (mins),Main Station,Trips per Day,Bus Stops Covered,Frequency (mins),Distance Travelled (km),Tickets Sold,Revenue Generated (INR)
2024-06-29,9M,Jagadgirigutta,Afzalgunj,One Way,84,Ameerpet,16,30.0,30.0,6.28,351.0,2421.07
2024-06-29,19M,Aramghar,Nampally,One Way,82,Ameerpet,12,16.0,10.0,21.33,420.0,3221.33
2024-06-29,90 D,Dilsukhnagar,Nampally,Round Trip,99,Ameerpet,17,19.0,10.0,21.61,394.0,10563.18
2024-06-29,225M,Aramghar,Kondapur Bus Station,One Way,112,Ameerpet,7,19.0,10.0,33.43,344.0,2187.1
2024-06-29,19M/224,Aramghar,Gajula Ramaram,Round Trip,13,Ameerpet,6,15.0,10.0,16.5,278.0,2990.99
2024-06-29,83J/230,BHEL,Afzalgunj,One Way,85,Ameerpet,17,23.0,15.0,28.99,448.0,13904.87
2024-06-30,283D,MGBS,Lingampally,One Way,46,Ameerpet,9,9.0,5.0,20.38,358.0,3749.59
2024-06-30,19F/A,Jeedimetla,Afzalgunj,One Way,63,Ameerpet,9,24.0,15.0,9.38,440.0,3682.15
2024-06-30,187JL,Jeedimetla,Nampally,Round Trip,100,Ameerpet,6,20.0,10.0,27.54,279.0,11020.56
2024-06-30,225A,Aramghar,VV Nagar,One Way,59,Ameerpet,13,25.0,10.0,10.7,358.0,7007.34
2024-06-30,223R,Aramghar,Nampally,One Way,11,Ameerpet,10,26.0,5.0,37.82,348.0,3681.21
2024-06-30,218L,MGBS,Shamshiguda,Round Trip,115,Ameerpet,5,23.0,30.0,12.35,324.0,6068.81
2024-06-30,218L,Jagadgirigutta,Hayathnagar,One Way,79,Ameerpet,7,9.0,30.0,37.74,441.0,9211.3
2024-06-30,218D,Mehdipatnam,Bachupally,One Way,37,Ameerpet,5,29.0,20.0,23.75,162.0,9069.57
2024-06-30,90 U,Chandrayan Gutta X Road,Patancheru Bus Station,One Way,62,Ameerpet,9,27.0,20.0,5.85,204.0,6015.12
2024-06-30,189 MJ,Koti,Suraram,One Way,101,Ameerpet,19,30.0,20.0,34.65,333.0,11807.43
2024-06-30,189M,NGO Colony,Balanagar X Road,Round Trip,116,Ameerpet,20,19.0,10.0,32.58,215.0,3481.64
2024-06-30,283D,Uppal X Road,Film Nagar,One Way,71,Ameerpet,20,28.0,20.0,48.98,491.0,4785.69
2024-06-30,185S,Central Bus Station,Gandimaisamma,One Way,105,Ameerpet,17,28.0,20.0,11.04,494.0,4673.64
2024-07-01,113C,MGBS,Lingampally,One Way,86,Ameerpet,17,27.0,20.0,41.52,270.0,14488.3
2024-07-01,83K,KPHB,Hayathnagar,One Way,114,Ameerpet,14,19.0,20.0,43.69,437.0,12843.21
2024-07-01,9X,Jeedimetla,Ameerpet,Round Trip,11,Ameerpet,14,16.0,20.0,25.02,244.0,13663.62
2024-07-01,225L/299,Jagadgirigutta,VV Nagar,One Way,112,Ameerpet,8,27.0,5.0,18.02,355.0,12377.03
2024-07-01,9D,Borabanda,VV Nagar,Round Trip,97,Ameerpet,7,10.0,5.0,44.41,117.0,13493.0
2024-07-01,185,Jagadgirigutta,Gajula Ramaram,Round Trip,26,Ameerpet,7,28.0,15.0,8.87,250.0,5055.94
2024-07-01,225L/299,Jagadgirigutta,Bachupally,One Way,14,Ameerpet,19,13.0,10.0,8.72,340.0,6253.24
2024-07-01,187JL,Jeedimetla,Ameerpet,One Way,112,Ameerpet,20,6.0,20.0,42.78,321.0,8659.34
2024-07-01,90 D,MGBS,Bachupally,One Way,44,Ameerpet,6,14.0,20.0,15.89,176.0,8186.68
2024-07-01,218HG,Boduppal,Hayathnagar,Round Trip,47,Ameerpet,5,11.0,10.0,45.84,471.0,4511.47
2024-07-01,230X,Mehdipatnam,Gajula Ramaram,Round Trip,100,Ameerpet,5,25.0,20.0,46.11,292.0,13162.63
2024-07-01,9K/272G,Kukatpally,Film Nagar,One Way,109,Ameerpet,10,29.0,5.0,39.11,199.0,12214.16
2024-07-01,185,Jeedimetla,Suraram,One Way,57,Ameerpet,15,18.0,10.0,18.12,405.0,14416.96
2024-07-02,127VB,Central Bus station,kondapur,One Way,81,Hitech City,7,24.0,29.0,33.65,377.0,4777.79
2024-07-02,218C,Suraram,Kondapur Bus Station,Round Trip,107,Ameerpet,13,9.0,20.0,32.82,297.0,13550.96
2024-07-02,83J/230,Chandrayan Gutta X Road,L.B. Nagar Ring Road,One Way,102,Ameerpet,5,27.0,5.0,12.76,302.0,4625.6
2024-07-02,19F,MGBS,Nampally,Round Trip,67,Ameerpet,19,22.0,30.0,33.78,498.0,5632.27
2024-07-02,187JL,Sanath Nagar,Shamshiguda,Round Trip,77,Ameerpet,9,19.0,15.0,20.2,238.0,5625.29
2024-07-02,185S,Borabanda,Hayathnagar,One Way,115,Ameerpet,10,21.0,10.0,28.55,336.0,3268.29
2024-07-02,218,Kukatpally,Kachiguda,Round Trip,72,Ameerpet,7,21.0,15.0,32.65,285.0,12751.05
2024-07-02,19F,KPHB,Suraram,Round Trip,115,Ameerpet,13,15.0,10.0,27.85,301.0,3960.59
2024-07-02,283D,Charminar,Bowrampet,Round Trip,108,Ameerpet,9,7.0,20.0,15.39,403.0,9851.458819
2024-07-02,185,Koti,Lingampally,Round Trip,90,Ameerpet,17,14.0,20.0,20.83,373.0,4692.3
2024-07-02,83K,L.B. Nagar,Patancheru Bus Station,Round Trip,87,Ameerpet,14,21.0,15.0,13.21,224.0,8219.52
2024-07-02,225,Sanath Nagar,Nampally,Round Trip,120,Ameerpet,14,14.0,15.0,27.42,192.0,6990.01
2024-07-02,283A,Kukatpally,Bachupally,Round Trip,73,Ameerpet,8,23.0,15.0,22.71,398.0,7962.89
2024-07-02,9K/283K,Sanath Nagar,Balanagar X Road,One Way,50,Ameerpet,9,8.0,10.0,46.57,408.0,6449.77
2024-07-02,189M/92A,Koti,Kachiguda,One Way,99,Ameerpet,5,11.0,15.0,10.03,143.0,6023.915413
2024-07-03,1P/25S,High Court Colony Deer Park,Anajpur,One Way,44,Koti,2,43.5,15.0,75.035,239.0,1011.27
2024-07-03,9K,Central Bus Station,Secunderabad Bus Station,One Way,117,Ameerpet,17,5.0,30.0,47.55,280.0,8787.75
2024-07-03,10H/25S,Kukatpally,Secunderabad Bus Station,One Way,101,Ameerpet,17,23.0,20.0,31.52,245.0,11987.59
2024-07-03,41,Gandimaisamma X Road,Film Nagar,Round Trip,39,Ameerpet,11,30.0,20.0,35.55,371.0,11282.86
2024-07-03,9X/283D,Sanath Nagar,VV Nagar,Round Trip,86,Ameerpet,13,27.0,20.0,36.83,240.0,10373.21
2024-07-03,19F/A,Central Bus Station,VV Nagar,Round Trip,14,Ameerpet,8,17.0,20.0,30.72,456.0,4165.07
2024-07-03,287N,Jagadgirigutta,Ameerpet,Round Trip,48,Ameerpet,16,30.0,20.0,20.2,394.0,10416.75
2024-07-03,90 D,Sanath Nagar,Suraram,One Way,23,Ameerpet,8,9.0,30.0,13.58,180.0,12279.31
2024-07-03,224H,Suraram,Lingampally,Round Trip,88,Ameerpet,5,5.0,15.0,28.52,457.0,3667.45
2024-07-03,9X/283D,Suraram,L.B. Nagar Ring Road,One Way,62,Ameerpet,13,28.0,20.0,38.75,297.0,13301.88
2024-07-03,9D,KPHB,Suraram,Round Trip,30,Ameerpet,5,16.0,5.0,14.04,209.0,6158.24
2024-07-03,218D,Kukatpally,Patancheru Bus Station,One Way,109,Ameerpet,6,12.0,30.0,40.3,145.0,8704.87
2024-07-04,227W,Koti Women's College,Abdullapurmet,Round Trip,26,Koti,20,30.0,24.0,17.77,274.0,4609.96
2024-07-04,90 U,BHEL,Kondapur Bus Station,Round Trip,67,Ameerpet,6,9.0,10.0,42.08,321.0,6256.7
2024-07-04,41,Borabanda,Gandimaisamma,Round Trip,99,Ameerpet,8,16.0,15.0,26.87,413.0,4351.59
2024-07-04,187J,Koti,Film Nagar,One Way,72,Ameerpet,9,18.0,30.0,19.69,351.0,3217.13
2024-07-04,9M,Suraram,Bowrampet,Round Trip,108,Ameerpet,20,28.0,5.0,37.97,445.0,12356.5
2024-07-04,90 U,Kukatpally,Film Nagar,One Way,30,Ameerpet,12,7.0,20.0,43.23,296.0,13078.52
2024-07-04,83J/272G,L.B. Nagar,Ameerpet,One Way,77,Ameerpet,6,18.0,5.0,18.16,421.0,2736.75
2024-07-04,19F/A,KPHB,Lingampally,One Way,16,Ameerpet,19,12.0,15.0,7.52,144.0,2854.23
2024-07-04,185,NGO Colony,VV Nagar,One Way,80,Ameerpet,17,9.0,15.0,11.45,171.0,6920.84
2024-07-04,218/19M,Borabanda,ESI,One Way,116,Ameerpet,11,16.0,10.0,10.58,389.0,4289.82
2024-07-04,19M/224,Borabanda,Kondapur Bus Station,One Way,68,Ameerpet,6,17.0,5.0,26.47,351.0,14173.78
2024-07-05,86V,High Court Colony Deer Park,Madannapet,One Way,90,Koti,1,43.5,15.0,69.44,372.0,2816.25
2024-07-05,205B,Suchitra X Road,Dilsukhnagar,One Way,120,Koti,10,30.0,17.0,75.035,86.0,4374.416234
2024-07-05,227W,Secunderabad (Medchal),Anajpur,Round Trip,25,Koti,18,35.0,22.0,23.16,434.0,2431.12
2024-07-05,205B,TSRTC pushpak,Sanghi Nagar,One Way,27,Koti,19,22.0,35.0,53.52,442.0,1399.08
2024-07-05,9K/283K,Sanath Nagar,Secunderabad Bus Station,One Way,97,Ameerpet,7,6.0,10.0,21.96,405.0,10758.71
2024-07-05,19K,Dilsukhnagar,Gajula Ramaram,One Way,51,Ameerpet,9,8.0,20.0,45.39,479.0,2863.33
2024-07-05,10H/250C,Uppal X Road,Secunderabad Bus Station,One Way,111,Ameerpet,13,15.0,30.0,30.99,473.0,4725.843387
2024-07-05,272C,Jeedimetla,Film Nagar,One Way,16,Ameerpet,11,23.0,20.0,24.27,386.0,12888.56
2024-07-05,225A,Mehdipatnam,Gajula Ramaram,One Way,108,Ameerpet,10,29.0,10.0,13.23,193.0,3204.51
2024-07-05,9M-1,Borabanda,Ameerpet,Round Trip,26,Ameerpet,19,18.0,30.0,13.34,102.0,3428.04
2024-07-05,185,Suraram,Kachiguda,Round Trip,120,Ameerpet,9,19.0,10.0,24.0,387.0,6497.16
2024-07-05,187JL,Sanath Nagar,VV Nagar,Round Trip,103,Ameerpet,15,19.0,30.0,22.22,350.0,7554.96
2024-07-05,189 MJ,Uppal X Road,Film Nagar,One Way,95,Ameerpet,8,25.0,5.0,35.01,371.0,7560.54
2024-07-05,90 U,Suraram,Balanagar X Road,Round Trip,59,Ameerpet,14,18.0,15.0,13.07,277.0,11449.38
2024-07-05,218C,Boduppal,Gandimaisamma,Round Trip,77,Ameerpet,19,25.0,30.0,15.84,271.0,5567.63
2024-07-05,283D,Kukatpally,Shamshiguda,One Way,103,Ameerpet,5,16.0,20.0,47.02,147.0,2108.38
2024-07-05,113C,Aramghar,Balanagar X Road,Round Trip,22,Ameerpet,20,6.0,5.0,30.25,460.0,5116.42
2024-07-05,19/224,Kukatpally,L.B. Nagar Ring Road,One Way,17,Ameerpet,5,28.0,20.0,34.35,226.0,2775.77
2024-07-05,225L/V,Suraram,Afzalgunj,One Way,26,Ameerpet,14,21.0,30.0,17.35,331.0,14540.82
2024-07-05,189M/92A,Uppal X Road,ESI,One Way,35,Ameerpet,13,15.0,5.0,43.68,496.0,14139.58
2024-07-05,9X/283D,Kukatpally,Nampally,One Way,104,Ameerpet,13,19.0,5.0,39.25,164.0,11177.79
2024-07-05,41,Gandimaisamma X Road,ESI,One Way,80,Ameerpet,17,18.0,15.0,25.23,429.0,4609.87
2024-07-05,9M-1,KPHB,Balanagar X Road,Round Trip,71,Ameerpet,6,30.0,10.0,11.27,309.0,11596.1
2024-07-06,225M,L.B. Nagar,Gandimaisamma,Round Trip,10,Ameerpet,12,22.0,15.0,16.57,147.0,4228.17
2024-07-06,9K,Mehdipatnam,VV Nagar,Round Trip,56,Ameerpet,11,13.0,20.0,19.64,118.0,12829.74
2024-07-06,19F/A,Jeedimetla,Afzalgunj,One Way,69,Ameerpet,18,5.0,30.0,49.64,441.0,3462.5
2024-07-06,189M/A,Kukatpally,Patancheru Bus Station,One Way,70,Ameerpet,7,11.0,10.0,17.86,283.0,3953.6
2024-07-06,90 U,Allwyn Colony,Nampally,One Way,45,Ameerpet,10,17.0,10.0,47.1,324.0,11548.1
2024-07-06,41,MGBS,Nampally,One Way,93,Ameerpet,20,28.0,20.0,42.43,453.0,3422.35
2024-07-06,19M/224,Dilsukhnagar,Shamshiguda,Round Trip,76,Ameerpet,15,14.0,30.0,32.92,118.0,9831.91
2024-07-06,223A,Allwyn Colony,Hayathnagar,One Way,87,Ameerpet,13,14.0,30.0,39.41,183.0,8949.53
2024-07-06,218C,Gandimaisamma X Road,Kachiguda,Round Trip,54,Ameerpet,15,10.0,10.0,46.89,191.0,8147.4
2024-07-06,9X,Charminar,Film Nagar,One Way,65,Ameerpet,7,12.0,10.0,43.05,237.0,3906.51
2024-07-06,218C,Chandrayan Gutta X Road,ESI,Round Trip,25,Ameerpet,6,29.0,15.0,13.23,282.0,12208.67
2024-07-06,9K/272G,Jagadgirigutta,Patancheru Bus Station,Round Trip,19,Ameerpet,10,8.0,5.0,9.81,256.0,12286.64
2024-07-06,9M,Dilsukhnagar,ESI,Round Trip,29,Ameerpet,5,17.0,10.0,32.25,402.0,9083.76
2024-07-06,19F/A,L.B. Nagar,Afzalgunj,Round Trip,111,Ameerpet,5,20.0,15.0,36.59,142.0,11066.19
2024-07-06,185S,Borabanda,Nampally,Round Trip,41,Ameerpet,17,5.0,20.0,30.23,304.0,7081.62
2024-07-06,189M/A,Jagadgirigutta,Ameerpet,One Way,49,Ameerpet,8,12.0,30.0,21.25,193.0,5593.05
2024-07-06,218HG,Charminar,Kachiguda,One Way,86,Ameerpet,6,20.0,15.0,20.36,203.0,11831.23
2024-07-06,19M,NGO Colony,Gandimaisamma,One Way,36,Ameerpet,9,19.0,5.0,40.88,285.0,9759.27
2024-07-06,19F/A,Uppal X Road,Bowrampet,One Way,44,Ameerpet,10,16.0,20.0,18.5,478.0,5634.95
2024-07-07,195E,Central Bus station,Patancheru Busterminal,One Way,82,Hitech City,10,22.0,53.0,9.56,204.0,1797.424227
2024-07-07,102B/218L,Borabanda,Secunderabad Bus Station,One Way,29,Ameerpet,9,9.0,10.0,31.74,142.0,3462.51
2024-07-07,189M/92A,Jagadgirigutta,Gandimaisamma,Round Trip,30,Ameerpet,7,24.0,10.0,38.43,300.0,2914.13
2024-07-07,19F,MGBS,VV Nagar,One Way,112,Ameerpet,5,7.0,15.0,26.28,352.0,6718.26
2024-07-07,113C,Chandrayan Gutta X Road,VV Nagar,One Way,82,Ameerpet,9,24.0,15.0,33.9,494.0,7435.86
2024-07-07,218,NGO Colony,ESI,One Way,90,Ameerpet,16,5.0,5.0,45.86,192.0,5749.95
2024-07-07,222D,Suraram,L.B. Nagar Ring Road,Round Trip,31,Ameerpet,9,28.0,20.0,16.39,331.0,13585.02
2024-07-07,19F/A,Gandimaisamma X Road,Film Nagar,Round Trip,115,Ameerpet,8,25.0,30.0,18.04,495.0,11363.49
2024-07-07,225L/V,Gandimaisamma X Road,Patancheru Bus Station,Round Trip,11,Ameerpet,6,17.0,5.0,39.53,423.0,13888.47
2024-07-07,218D,Allwyn Colony,Film Nagar,Round Trip,49,Ameerpet,19,14.0,5.0,15.15,392.0,9555.29
2024-07-07,283A,L.B. Nagar,VV Nagar,One Way,71,Ameerpet,20,16.0,30.0,44.16,440.0,6554.232641
2024-07-07,19/224,L.B. Nagar,Patancheru Bus Station,Round Trip,112,Ameerpet,9,5.0,5.0,5.28,409.0,10720.78
2024-07-07,225L,Chengicherla,L.B. Nagar Ring Road,One Way,21,Ameerpet,12,19.0,30.0,34.01,489.0,4815.75
2024-07-07,9M,Chengicherla,Kachiguda,One Way,43,Ameerpet,15,17.0,10.0,24.02,182.0,8994.49
2024-07-07,9X/283D,BHEL,Balanagar X Road,One Way,34,Ameerpet,12,27.0,20.0,43.94,267.0,9443.34
2024-07-07,189M/92A,Aramghar,Bachupally,Round Trip,10,Ameerpet,16,28.0,20.0,15.69,414.0,13693.17
2024-07-07,287N,Borabanda,Bowrampet,One Way,104,Ameerpet,11,27.0,15.0,10.73,233.0,12597.06
2024-07-08,209,Madhapur Petrol Pump,Madannapet,Round Trip,22,Koti,10,43.5,33.0,67.75,201.0,1863.95
2024-07-08,205M,TSRTC pushpak,Dilsukhnagar,Round Trip,79,Koti,16,10.0,33.0,75.035,472.0,3529.16
2024-07-08,127KV,L.B. Nagar ring Road,Infosys,One Way,23,Hitech City,10,5.0,20.0,16.6,57.0,1491.68
2024-07-08,41N,Chengicherla,Suraram,One Way,85,Ameerpet,12,19.0,30.0,34.08,142.0,4015.09
2024-07-08,222D,Uppal X Road,Ameerpet,Round Trip,18,Ameerpet,5,8.0,5.0,8.16,423.0,2384.52
2024-07-08,289M,Koti,Hayathnagar,One Way,46,Ameerpet,19,5.0,15.0,42.29,153.0,2928.78
2024-07-08,187J,Borabanda,Secunderabad Bus Station,One Way,77,Ameerpet,17,30.0,20.0,39.53,328.0,9878.53
2024-07-08,230X,Sanath Nagar,Nampally,Round Trip,71,Ameerpet,14,18.0,10.0,16.44,104.0,9714.94
2024-07-08,218D,KPHB,Kachiguda,One Way,40,Ameerpet,9,28.0,20.0,40.3,425.0,8505.39
2024-07-08,9X/272G,Chengicherla,Nampally,Round Trip,113,Ameerpet,18,12.0,30.0,45.5,490.0,4762.34
2024-07-08,83J/272G,Uppal X Road,Gajula Ramaram,Round Trip,106,Ameerpet,10,13.0,15.0,34.83,217.0,7951.49
2024-07-08,9X/272G,Chengicherla,Gajula Ramaram,One Way,20,Ameerpet,7,10.0,30.0,17.23,239.0,13951.11
2024-07-08,9M,Charminar,Hayathnagar,One Way,31,Ameerpet,7,10.0,20.0,13.31,183.0,9080.98
2024-07-08,223A,Jeedimetla,Shamshiguda,Round Trip,115,Ameerpet,19,7.0,15.0,8.08,441.0,3331.51
2024-07-08,230X,Charminar,Secunderabad Bus Station,One Way,46,Ameerpet,9,27.0,20.0,44.19,359.0,3726.68
2024-07-09,127,Nagole Ring Road,Vanasthalipuram(Saheb Nagar),One Way,20,Koti,10,16.0,15.0,75.035,87.0,696.14
2024-07-09,225L/299,Central Bus Station,Lingampally,Round Trip,62,Ameerpet,5,29.0,20.0,23.99,435.0,14392.32
2024-07-09,19K,Chandrayan Gutta X Road,Shamshiguda,Round Trip,115,Ameerpet,7,9.0,20.0,7.76,132.0,10128.93
2024-07-09,90 D,Charminar,Bachupally,One Way,119,Ameerpet,9,15.0,30.0,18.66,171.0,7179.22
2024-07-09,189M/A,Aramghar,VV Nagar,Round Trip,62,Ameerpet,19,23.0,20.0,44.74,136.0,10804.66
2024-07-09,9X/272G,NGO Colony,Nampally,Round Trip,120,Ameerpet,6,23.0,5.0,26.62,107.0,12803.23
2024-07-09,218C,Kukatpally,Balanagar X Road,Round Trip,27,Ameerpet,16,7.0,15.0,8.85,315.0,4189.81
2024-07-09,9D,Charminar,Afzalgunj,One Way,95,Ameerpet,18,25.0,10.0,11.66,207.0,14964.06
2024-07-09,90 D,KPHB,VV Nagar,One Way,38,Ameerpet,8,5.0,15.0,31.09,317.0,7099.21
2024-07-09,225L,Chengicherla,Nampally,One Way,37,Ameerpet,20,23.0,15.0,5.09,219.0,6349.17
2024-07-10,206,Nagole Ring Road,Greenland Colony,One Way,94,Koti,15,19.0,48.0,75.035,445.0,3269.95
2024-07-10,127K,HCU Bus Depot,kondapur,One Way,39,Hitech City,3,19.0,28.0,28.33,386.0,3529.13
2024-07-10,218/19M,KPHB,ESI,Round Trip,64,Ameerpet,12,30.0,5.0,7.3,362.0,3036.04
2024-07-10,222D,Sanath Nagar,L.B. Nagar Ring Road,Round Trip,10,Ameerpet,13,17.0,5.0,19.77,198.0,3049.01
2024-07-10,223R,Suraram,Bowrampet,One Way,102,Ameerpet,16,17.0,20.0,24.72,196.0,12965.15
2024-07-10,10H/250C,Chandrayan Gutta X Road,Gajula Ramaram,Round Trip,90,Ameerpet,18,22.0,5.0,13.98,454.0,6776.54
2024-07-10,41,Chengicherla,Film Nagar,One Way,14,Ameerpet,7,5.0,20.0,21.06,326.0,8277.4
2024-07-10,10H/250C,KPHB,L.B. Nagar Ring Road,Round Trip,10,Ameerpet,16,28.0,10.0,26.81,430.0,3066.31
2024-07-10,9X/272G,Boduppal,ESI,Round Trip,120,Ameerpet,9,21.0,10.0,41.54,404.0,13207.37
2024-07-10,218,Boduppal,Film Nagar,One Way,59,Ameerpet,14,28.0,30.0,16.43,351.0,8989.67
2024-07-10,9X,L.B. Nagar,Bachupally,One Way,65,Ameerpet,6,18.0,15.0,42.31,465.0,11374.77
2024-07-10,10H/250C,Uppal X Road,Ameerpet,One Way,62,Ameerpet,7,12.0,30.0,34.89,214.0,11022.15
2024-07-10,283D,Charminar,Hayathnagar,Round Trip,18,Ameerpet,18,11.0,30.0,25.6,405.0,6387.248483
2024-07-10,19K,Boduppal,Lingampally,Round Trip,74,Ameerpet,6,26.0,20.0,14.17,388.0,8149.96
2024-07-10,9 YF,Gandimaisamma X Road,Balanagar X Road,One Way,36,Ameerpet,20,9.0,5.0,5.05,139.0,12960.39
2024-07-11,19Y/F,L.B. Nagar,Bowrampet,Round Trip,87,Ameerpet,12,15.0,15.0,48.91,241.0,4983.02
2024-07-11,189R,Gandimaisamma X Road,Afzalgunj,One Way,19,Ameerpet,5,30.0,30.0,23.93,395.0,13300.36
2024-07-11,225HP,Kukatpally,Suraram,One Way,37,Ameerpet,12,19.0,10.0,36.66,354.0,13361.93
2024-07-11,113EL,Jagadgirigutta,Nampally,One Way,34,Ameerpet,18,18.0,20.0,46.88,219.0,13844.11
2024-07-11,225A,Jagadgirigutta,Suraram,One Way,58,Ameerpet,5,18.0,30.0,41.6,291.0,3287.38
2024-07-11,183,Sanath Nagar,Bachupally,Round Trip,97,Ameerpet,7,18.0,10.0,46.58,183.0,8428.02
2024-07-11,19Y/F,KPHB,Secunderabad Bus Station,Round Trip,91,Ameerpet,18,7.0,10.0,43.82,421.0,12844.64
2024-07-11,83J/272G,KPHB,Film Nagar,One Way,23,Ameerpet,16,6.0,30.0,30.33,286.0,6952.9
2024-07-11,183,MGBS,Balanagar X Road,One Way,55,Ameerpet,10,13.0,20.0,28.25,168.0,4781.17
2024-07-11,225L,Koti,Patancheru Bus Station,Round Trip,82,Ameerpet,11,19.0,15.0,36.39,419.0,6129.7
2024-07-11,218L,Uppal X Road,Secunderabad Bus Station,Round Trip,32,Ameerpet,12,29.0,10.0,44.93,323.0,11951.23645
2024-07-11,9X/283D,MGBS,Hayathnagar,Round Trip,110,Ameerpet,20,18.0,5.0,16.67,492.0,2802.829098
2024-07-11,9X/283D,Mehdipatnam,Gandimaisamma,Round Trip,70,Ameerpet,17,10.0,15.0,27.19,361.0,10194.64
2024-07-11,230N,Borabanda,Lingampally,One Way,107,Ameerpet,5,6.0,15.0,21.68,500.0,9755.78
2024-07-11,225L/V,Aramghar,Hayathnagar,Round Trip,105,Ameerpet,19,20.0,15.0,21.16,366.0,10042.37
2024-07-11,90 D,Aramghar,Bachupally,One Way,75,Ameerpet,10,20.0,15.0,28.88,269.0,11772.58
2024-07-11,218/19M,Jeedimetla,ESI,Round Trip,110,Ameerpet,7,13.0,10.0,36.84,363.0,4640.76
2024-07-12,9M,Aramghar,Kondapur Bus Station,One Way,59,Ameerpet,20,20.0,20.0,45.05,490.0,8759.27
2024-07-12,183,Boduppal,Suraram,Round Trip,62,Ameerpet,12,22.0,5.0,44.04,179.0,6292.87
2024-07-12,19K,Borabanda,Bachupally,One Way,60,Ameerpet,20,30.0,15.0,26.38,248.0,10340.06
2024-07-12,218/19M,Dilsukhnagar,ESI,One Way,97,Ameerpet,18,25.0,5.0,10.36,278.0,12591.76
2024-07-12,225L,Allwyn Colony,VV Nagar,Round Trip,69,Ameerpet,19,25.0,20.0,48.28,223.0,3820.56
2024-07-12,189M/A,Borabanda,Bachupally,Round Trip,74,Ameerpet,20,14.0,15.0,6.08,367.0,9776.94
2024-07-12,189M/A,Sanath Nagar,L.B. Nagar Ring Road,One Way,96,Ameerpet,6,26.0,15.0,25.46,407.0,12963.43
2024-07-13,227W,Madhapur Petrol Pump,Sanghi Nagar,One Way,59,Koti,4,31.0,29.0,75.035,474.0,1226.65
2024-07-13,227W,High Court Colony Deer Park,Chandrayangutta X Road,Round Trip,96,Koti,18,43.0,54.0,74.32,201.0,2643.0
2024-07-13,222A,Rythu Bazar Erragadda,Bachupally X Road,One Way,15,Hitech City,3,21.0,49.0,24.6,264.0,1094.38
2024-07-13,183AJ,Dilsukhnagar,Kondapur Bus Station,One Way,120,Ameerpet,20,9.0,30.0,14.24,494.0,6106.8
2024-07-13,9M,NGO Colony,Film Nagar,Round Trip,88,Ameerpet,12,15.0,30.0,27.78,279.0,5085.24
2024-07-13,272C,BHEL,Gajula Ramaram,One Way,94,Ameerpet,6,7.0,15.0,49.15,375.0,6715.7
2024-07-13,225L,Central Bus Station,Bowrampet,Round Trip,116,Ameerpet,11,13.0,5.0,20.34,484.0,11592.42
2024-07-13,19Y/F,L.B. Nagar,Secunderabad Bus Station,One Way,24,Ameerpet,8,24.0,20.0,44.78,396.0,4352.07
2024-07-13,83J/272G,Uppal X Road,Gandimaisamma,One Way,80,Ameerpet,8,14.0,20.0,33.37,174.0,11418.01
2024-07-13,272C,Charminar,Ameerpet,Round Trip,47,Ameerpet,6,20.0,10.0,48.11,353.0,6969.18
2024-07-13,83J/230,Allwyn Colony,Film Nagar,Round Trip,109,Ameerpet,14,12.0,30.0,14.43,276.0,12743.94
2024-07-13,113C,Allwyn Colony,Secunderabad Bus Station,Round Trip,50,Ameerpet,19,27.0,15.0,10.1,329.0,3368.56
2024-07-13,287N,Suraram,Suraram,One Way,110,Ameerpet,15,20.0,30.0,22.45,181.0,3515.76
2024-07-13,189R,Charminar,VV Nagar,One Way,56,Ameerpet,6,23.0,5.0,31.0,141.0,7405.22
2024-07-13,189M/92A,Boduppal,Kondapur Bus Station,One Way,69,Ameerpet,13,28.0,20.0,33.36,403.0,11699.7
2024-07-13,10H/250C,Boduppal,Lingampally,Round Trip,94,Ameerpet,10,30.0,5.0,22.51,107.0,3538.67
2024-07-13,113C,Jeedimetla,Bowrampet,Round Trip,51,Ameerpet,20,7.0,20.0,33.42,209.0,7129.56
2024-07-14,206,High Court Colony Deer Park,Kothagudem,One Way,47,Koti,15,41.0,57.0,31.39,120.0,977.78
2024-07-14,206,Koti Women's College,Majeedpur,Round Trip,79,Koti,15,5.0,49.0,9.21,226.0,2211.93
2024-07-14,206,Madhapur Petrol Pump,Kothagudem,Round Trip,105,Koti,6,19.0,56.0,49.76,320.0,1393.82
2024-07-14,113EL,Suraram,Hayathnagar,One Way,33,Ameerpet,6,15.0,15.0,38.69,293.0,5257.494772
2024-07-14,187JL,Jagadgirigutta,L.B. Nagar Ring Road,Round Trip,15,Ameerpet,14,6.0,30.0,40.16,458.0,11289.79
2024-07-14,272C,Jeedimetla,Secunderabad Bus Station,Round Trip,99,Ameerpet,13,16.0,20.0,9.65,302.0,11359.6
2024-07-14,225M,MGBS,Bachupally,One Way,31,Ameerpet,19,13.0,5.0,32.09,266.0,11653.35
2024-07-14,9K,Jeedimetla,Ameerpet,Round Trip,111,Ameerpet,10,14.0,5.0,48.36,393.0,7042.43
2024-07-14,9M,Jeedimetla,Suraram,One Way,52,Ameerpet,19,15.0,10.0,17.3,160.0,8741.78
2024-07-14,9M-1,Jeedimetla,Bowrampet,Round Trip,95,Ameerpet,5,12.0,5.0,27.74,339.0,7518.06
