Date,Bus Route No.,From,To,Trips per Day,Way,Bus Stops Covered,Frequency (mins),Distance Travelled (km),Time (mins),Main Station,Tickets Sold,Revenue Generated (INR)
14-09-2024,289M,Charminar,Suraram,11,Round Trip,18,15,42.77,65,Ameerpet,263,1839.067795
15-09-2024,19F/A,Mehdipatnam,Bachupally,18,Round Trip,30,30,39.75,95,Ameerpet,452,10360.95
15-09-2024,187J,Charminar,Ameerpet,6,Round Trip,18,20,42.63,84,Ameerpet,291,3877.29
15-09-2024,218D,Mehdipatnam,Balanagar X Road,19,One Way,17,15,28.82,25,Ameerpet,276,10451.49
15-09-2024,9D,Gandimaisamma X Road,Hayathnagar,10,Round Trip,23,5,5.1,15,Ameerpet,245,6139.21
15-09-2024,19F/A,Aramghar,Bowrampet,17,One Way,13,15,11.61,79,Ameerpet,432,6260.1
15-09-2024,225HP,Boduppal,Bachupally,19,One Way,24,30,30.51,114,Ameerpet,223,7416.37
15-09-2024,113C,Mehdipatnam,Shamshiguda,17,Round Trip,12,30,26.29,69,Ameerpet,188,10938.78
15-09-2024,225L/299,Gandimaisamma X Road,Balanagar X Road,11,Round Trip,10,20,7.08,67,Ameerpet,469,5720.57
15-09-2024,189M/92A,Boduppal,Kachiguda,19,One Way,24,10,40.86,89,Ameerpet,332,9065.05
15-09-2024,218/19M,Uppal X Road,Hayathnagar,19,One Way,27,30,23.84,87,Ameerpet,250,12335.57
15-09-2024,183AJ,Suraram,Patancheru Bus Station,13,Round Trip,23,15,33.82,19,Ameerpet,164,13385.7
15-09-2024,90 U,NGO Colony,Nampally,11,Round Trip,26,20,27.69,60,Ameerpet,307,23033.7
15-09-2024,10H/25S,MGBS,Kachiguda,12,One Way,20,5,13.07,86,Ameerpet,382,7355.14
15-09-2024,189M,Suraram,ESI,12,Round Trip,11,20,25.78,34,Ameerpet,253,43751.7
15-09-2024,9X,Koti,Balanagar X Road,12,One Way,21,10,9.5,108,Ameerpet,482,4602.65
15-09-2024,225A,Aramghar,VV Nagar,16,Round Trip,16,20,45.89,45,Ameerpet,209,5737.23
16-09-2024,216D/L,Nagole Ring Road,Greenland Colony,6,Round Trip,46,38,88.97,108,Koti,450,4967.63
16-09-2024,41N,Koti,Hayathnagar,7,One Way,30,15,11.85,109,Ameerpet,357,9384.68
16-09-2024,187JL,Sanath Nagar,Hayathnagar,20,One Way,23,30,20.95,88,Ameerpet,211,5627.09
16-09-2024,189R,Charminar,Secunderabad Bus Station,17,Round Trip,29,10,36.34,47,Ameerpet,330,7827.61
16-09-2024,225L/V,Koti,Shamshiguda,18,Round Trip,6,20,33.66,74,Ameerpet,169,10067.6
16-09-2024,225L/V,NGO Colony,Gandimaisamma,12,One Way,19,10,31.71,87,Ameerpet,321,3278.51
16-09-2024,225S,Koti,Nampally,16,Round Trip,25,30,35.1,111,Ameerpet,431,4630.68
16-09-2024,9K,Allwyn Colony,Ameerpet,6,One Way,25,15,14.35,23,Ameerpet,487,9358.89
16-09-2024,9X/171M,Gandimaisamma X Road,ESI,12,Round Trip,19,10,34.52,10,Ameerpet,210,12085.21
16-09-2024,230N,Central Bus Station,Film Nagar,11,Round Trip,7,15,10.96,42,Ameerpet,226,5000.11
16-09-2024,83K,Aramghar,Kondapur Bus Station,19,Round Trip,28,15,47.52,116,Ameerpet,398,14555.48
16-09-2024,218L/V,NGO Colony,Shamshiguda,12,Round Trip,6,30,7.18,95,Ameerpet,458,6714.47
16-09-2024,19F,Kukatpally,Bachupally,13,Round Trip,20,30,42.74,55,Ameerpet,200,2159.76
16-09-2024,9X/283D,L.B. Nagar,Gajula Ramaram,18,Round Trip,21,5,5.3,87,Ameerpet,143,7784.240171
16-09-2024,218C,Chandrayan Gutta X Road,Secunderabad Bus Station,17,One Way,14,20,21.34,35,Ameerpet,443,4582.76
16-09-2024,83J/230,Chandrayan Gutta X Road,Shamshiguda,11,Round Trip,19,30,24.16,35,Ameerpet,449,4880.47
16-09-2024,9M-1,Jeedimetla,Ameerpet,15,Round Trip,10,20,36.04,75,Ameerpet,445,7976.09
16-09-2024,10H/25S,Koti,Balanagar X Road,11,One Way,12,5,46.33,119,Ameerpet,331,5088.01
16-09-2024,225S,BHEL,Patancheru Bus Station,6,One Way,8,15,41.41,89,Ameerpet,390,9905.8
16-09-2024,272C,Jeedimetla,Gandimaisamma,15,Round Trip,13,10,30.23,16,Ameerpet,391,53595.8
17-09-2024,201G,Nagole Ring Road,Kavadi Pally,2,Round Trip,13,18,59.37,44,Koti,190,2536.65
17-09-2024,185,Borabanda,Bachupally,11,One Way,20,30,30.57,40,Ameerpet,336,2009.63
17-09-2024,41N,BHEL,Suraram,20,Round Trip,9,30,11.53,77,Ameerpet,267,6216.07
17-09-2024,218L/V,Dilsukhnagar,Ameerpet,9,Round Trip,29,20,40.21,48,Ameerpet,220,12996.09
17-09-2024,9X/272G,MGBS,Suraram,16,Round Trip,20,10,5.23,22,Ameerpet,432,5157.33
17-09-2024,83K,Aramghar,Bachupally,10,Round Trip,13,20,22.93,19,Ameerpet,135,10077.68
17-09-2024,225M,MGBS,Afzalgunj,9,One Way,10,15,33.92,65,Ameerpet,180,13934.29
17-09-2024,287N,Suraram,Suraram,18,Round Trip,18,30,13.68,111,Ameerpet,250,7866.13
17-09-2024,9D,Boduppal,Kachiguda,7,Round Trip,9,10,29.52,95,Ameerpet,382,10736.63
17-09-2024,187J,Kukatpally,Bachupally,9,Round Trip,20,30,18.5,112,Ameerpet,173,5370.72
17-09-2024,225A,Dilsukhnagar,Gandimaisamma,15,Round Trip,28,20,8.33,90,Ameerpet,403,8931.66
17-09-2024,225S,Koti,Ameerpet,5,One Way,28,30,8.2,42,Ameerpet,287,5235.07
17-09-2024,19F/A,Jagadgirigutta,Suraram,17,One Way,18,30,43.73,104,Ameerpet,190,2938.69
17-09-2024,222D,Chandrayan Gutta X Road,L.B. Nagar Ring Road,18,One Way,30,15,21.06,47,Ameerpet,454,6952.46
17-09-2024,189R,Suraram,Patancheru Bus Station,16,Round Trip,27,20,41.69,105,Ameerpet,276,3445.72
17-09-2024,113C,Suraram,Hayathnagar,15,Round Trip,11,5,11.48,55,Ameerpet,357,2048.12
18-09-2024,201G,TSRTC pushpak,Anajpur,4,Round Trip,32,21,98.82,16,Koti,154,1324.3
18-09-2024,225M,Borabanda,Balanagar X Road,18,One Way,12,20,29.55,77,Ameerpet,116,12123.84
18-09-2024,225A,Borabanda,Gandimaisamma,13,One Way,28,10,9.67,113,Ameerpet,196,6618.09
18-09-2024,225L/299,Suraram,Nampally,10,Round Trip,28,15,33.8,115,Ameerpet,255,13195.41
18-09-2024,189R,Chengicherla,Ameerpet,8,Round Trip,13,5,26.32,14,Ameerpet,138,4659.13
18-09-2024,19M/224,Uppal X Road,Kachiguda,13,Round Trip,24,30,44.72,72,Ameerpet,372,13585.53
18-09-2024,189 MJ,Aramghar,Secunderabad Bus Station,19,Round Trip,24,5,36.67,87,Ameerpet,348,11568.04
18-09-2024,185S,Charminar,Kondapur Bus Station,19,Round Trip,13,30,22.73,76,Ameerpet,332,14220.71
18-09-2024,272C,Koti,Shamshiguda,6,One Way,19,10,5.21,13,Ameerpet,483,8707.74
18-09-2024,83J/272G,Jagadgirigutta,ESI,6,One Way,12,30,33.19,58,Ameerpet,297,7394.05
18-09-2024,113C,Koti,Gajula Ramaram,6,One Way,27,15,27.07,13,Ameerpet,146,10701.58
18-09-2024,183AJ,L.B. Nagar,Bachupally,15,Round Trip,16,20,33.47,86,Ameerpet,493,5142.25
18-09-2024,9M,L.B. Nagar,Secunderabad Bus Station,18,One Way,16,15,10.69,29,Ameerpet,352,7734.974263
18-09-2024,90 U,NGO Colony,Gandimaisamma,19,Round Trip,8,10,45.81,19,Ameerpet,250,8519.53
19-09-2024,195E,Waverock,Hafeezpet MMTS Stop,12,One-way,21,50,6.88,35,Hitech City,377,2111.41
19-09-2024,9X/283D,Mehdipatnam,Gajula Ramaram,6,One Way,6,30,19.56,69,Ameerpet,355,2644.52
19-09-2024,225L/V,NGO Colony,ESI,6,Round Trip,30,15,28,20,Ameerpet,395,4272.22
19-09-2024,102B/218L,MGBS,Gajula Ramaram,18,Round Trip,23,20,15.38,111,Ameerpet,321,12899.69
19-09-2024,225HP,Central Bus Station,Afzalgunj,11,One Way,8,30,5.44,95,Ameerpet,376,14725.02
19-09-2024,19/224,Sanath Nagar,Shamshiguda,5,Round Trip,19,30,38.25,27,Ameerpet,233,4727.55
19-09-2024,19M/224,Koti,Bachupally,7,One Way,29,15,14.51,68,Ameerpet,382,4037.47
19-09-2024,83K,BHEL,Film Nagar,18,One Way,18,10,21.28,109,Ameerpet,297,14932.28
19-09-2024,90 D,Suraram,Ameerpet,5,Round Trip,16,30,10.95,77,Ameerpet,402,5663.67
19-09-2024,19F,KPHB,ESI,13,One Way,15,20,11.02,119,Ameerpet,232,14302.88
19-09-2024,83J/272G,Sanath Nagar,VV Nagar,19,Round Trip,21,10,24.51,103,Ameerpet,331,13066.78
19-09-2024,187J,Aramghar,Suraram,6,Round Trip,10,20,36.16,116,Ameerpet,348,8861.36
19-09-2024,183,Gandimaisamma X Road,ESI,10,One Way,6,10,18.93,54,Ameerpet,326,4319.21
19-09-2024,9X/283D,Borabanda,Afzalgunj,19,Round Trip,13,20,30.24,18,Ameerpet,232,3754.24
19-09-2024,113C,Jeedimetla,Kachiguda,13,Round Trip,14,10,18.89,105,Ameerpet,199,8248.17
19-09-2024,225M,Charminar,Lingampally,18,Round Trip,6,30,8.02,107,Ameerpet,310,7906.76
19-09-2024,187J,Kukatpally,Film Nagar,6,Round Trip,15,10,47.8,101,Ameerpet,477,12150.69899
19-09-2024,289M,Chandrayan Gutta X Road,Gandimaisamma,17,One Way,6,10,47.67,20,Ameerpet,431,6991.49
19-09-2024,224H,Aramghar,Lingampally,18,One Way,12,5,18.42,29,Ameerpet,188,70413.3
20-09-2024,9X,MGBS,Patancheru Bus Station,15,One Way,15,15,27.93,114,Ameerpet,445,3207.45
20-09-2024,283A,Jeedimetla,Lingampally,9,One Way,26,5,10.93,11,Ameerpet,312,12542.19
20-09-2024,9X,Chengicherla,Suraram,6,One Way,13,20,47.31,88,Ameerpet,214,14319.19
20-09-2024,41,BHEL,Lingampally,20,Round Trip,21,15,22.27,47,Ameerpet,401,5719.71
20-09-2024,223R,Sanath Nagar,Shamshiguda,10,Round Trip,19,15,31.09,53,Ameerpet,310,9729.96
20-09-2024,9X/272G,BHEL,Bowrampet,16,One Way,9,10,48.14,45,Ameerpet,292,8043.87
20-09-2024,113EL,Jagadgirigutta,ESI,7,Round Trip,12,30,43.53,11,Ameerpet,300,6773.83
20-09-2024,189M/A,Aramghar,Shamshiguda,10,One Way,18,20,40.26,50,Ameerpet,409,3686.4
20-09-2024,289M,Central Bus Station,Afzalgunj,13,One Way,23,15,18.99,20,Ameerpet,119,13156.67
20-09-2024,218D,BHEL,Suraram,20,Round Trip,26,15,14.46,10,Ameerpet,463,10653.1
20-09-2024,83J/272G,L.B. Nagar,Suraram,20,One Way,6,30,35.58,33,Ameerpet,423,3393.93
20-09-2024,113C,Mehdipatnam,Balanagar X Road,10,One Way,15,15,33.86,43,Ameerpet,319,3894.36
20-09-2024,9X/272G,Chengicherla,Gajula Ramaram,17,Round Trip,16,30,18.61,80,Ameerpet,245,12459.85
20-09-2024,19/224,Aramghar,Ameerpet,15,One Way,29,15,17.87,60,Ameerpet,398,2514.05
20-09-2024,218L/V,Chengicherla,Hayathnagar,17,One Way,17,20,36.82,36,Ameerpet,345,4463.64
21-09-2024,195E,Waverock,JNTU,2,One-way,19,30,43.85,100,Hitech City,427,1302.42
21-09-2024,127VB,Sai Nagar Colony,koti,16,Round-trip,21,29,28.63,56,Hitech City,360,1836.74
21-09-2024,10H/250C,Waverock,Safilguda,7,Round-trip,3,46,41.53,36,Hitech City,376,3390.67
21-09-2024,218C,Aramghar,Kondapur Bus Station,15,Round Trip,7,10,36.98,42,Ameerpet,196,14613.62
21-09-2024,19M,Kukatpally,Kachiguda,18,One Way,30,5,13.14,103,Ameerpet,255,3857.54
21-09-2024,9X/272G,MGBS,Kondapur Bus Station,16,Round Trip,19,20,29.95,30,Ameerpet,226,9015.97
21-09-2024,9K/272G,Gandimaisamma X Road,Lingampally,11,One Way,28,20,17.78,28,Ameerpet,252,14604.5
21-09-2024,10H/25S,NGO Colony,Lingampally,10,Round Trip,11,5,21.04,23,Ameerpet,308,12719.12
21-09-2024,189 MJ,Mehdipatnam,Patancheru Bus Station,16,One Way,8,30,11.04,65,Ameerpet,286,8167.6
21-09-2024,225,KPHB,Kondapur Bus Station,12,One Way,12,5,46,74,Ameerpet,188,10277.32168
21-09-2024,113C,KPHB,Suraram,9,One Way,25,5,10.01,14,Ameerpet,492,12473.63
21-09-2024,223R,KPHB,Ameerpet,16,One Way,21,15,12.12,63,Ameerpet,261,12652.41839
21-09-2024,9K,Koti,Nampally,16,One Way,11,20,26.57,11,Ameerpet,241,8677.3
21-09-2024,218,MGBS,Shamshiguda,20,Round Trip,7,20,25.67,73,Ameerpet,325,12565.27
21-09-2024,185S,Allwyn Colony,Hayathnagar,5,One Way,22,10,24.43,103,Ameerpet,172,13268.97
21-09-2024,222D,NGO Colony,Patancheru Bus Station,18,Round Trip,8,20,29.32,87,Ameerpet,362,5501.47
21-09-2024,9K,Chandrayan Gutta X Road,Lingampally,19,Round Trip,17,30,19.07,80,Ameerpet,411,12253.25
21-09-2024,187JL,Chandrayan Gutta X Road,ESI,9,Round Trip,26,30,30.83,61,Ameerpet,232,2571.8
21-09-2024,19K,NGO Colony,Ameerpet,13,Round Trip,25,15,21.89,120,Ameerpet,123,8458.08
21-09-2024,283D,MGBS,L.B. Nagar Ring Road,14,One Way,25,15,17.88,108,Ameerpet,282,3200.66
22-09-2024,16A/47LI,Sai Nagar Colony,Image Garden Bus Stop,3,One-way,13,21,9.8,83,Hitech City,494,1502.2
22-09-2024,10H/250C,Chengicherla,Kondapur Bus Station,19,Round Trip,30,20,46.47,15,Ameerpet,104,10450.2
22-09-2024,289M,Koti,Secunderabad Bus Station,12,Round Trip,11,5,15,27,Ameerpet,439,10775.48
22-09-2024,189R,Central Bus Station,Bachupally,14,One Way,11,30,24.17,88,Ameerpet,482,7402.08
22-09-2024,113EL,Suraram,VV Nagar,20,One Way,20,20,11.23,101,Ameerpet,159,12847.91
22-09-2024,189M/A,Allwyn Colony,Gandimaisamma,14,Round Trip,23,5,24.11,109,Ameerpet,117,11262.15
22-09-2024,9X/171M,Chengicherla,Patancheru Bus Station,14,Round Trip,26,20,37.43,49,Ameerpet,150,4186.94
22-09-2024,225L/V,Suraram,Film Nagar,9,One Way,16,15,45.34,99,Ameerpet,321,5150.79
22-09-2024,83K,NGO Colony,Nampally,10,One Way,25,10,40.85,19,Ameerpet,385,11192.02
22-09-2024,90 D,Gandimaisamma X Road,Nampally,6,Round Trip,23,30,42.57,110,Ameerpet,413,4750.22
22-09-2024,41N,L.B. Nagar,Patancheru Bus Station,8,One Way,25,10,42.93,28,Ameerpet,418,3951.93
22-09-2024,218L/V,L.B. Nagar,Balanagar X Road,19,Round Trip,19,30,49.91,11,Ameerpet,250,10220.71
22-09-2024,272C,Kukatpally,Suraram,13,Round Trip,8,20,48.61,65,Ameerpet,349,12127.88
23-09-2024,113KY,HCU Bus Depot,Safilguda,18,Round-trip,8,39,41.86,102,Hitech City,326,3278.16
23-09-2024,289M,Aramghar,VV Nagar,16,One Way,8,15,25.8,23,Ameerpet,457,2935.63
23-09-2024,19/224,BHEL,Patancheru Bus Station,8,Round Trip,20,20,43.31,47,Ameerpet,244,9657.37
23-09-2024,187JL,NGO Colony,Kachiguda,6,Round Trip,14,20,11.99,96,Ameerpet,371,5368.06
23-09-2024,223A,Boduppal,Bowrampet,14,One Way,8,30,47.52,21,Ameerpet,486,7891.69
23-09-2024,272C,Sanath Nagar,Ameerpet,17,Round Trip,29,10,7.89,119,Ameerpet,373,14261.37
23-09-2024,225A,Jagadgirigutta,Patancheru Bus Station,12,One Way,28,15,8.73,24,Ameerpet,430,13209.52
23-09-2024,218L,Uppal X Road,Shamshiguda,20,Round Trip,6,10,34.55,75,Ameerpet,157,13463.26
23-09-2024,19M,MGBS,ESI,9,Round Trip,14,5,9.11,66,Ameerpet,268,5015.54
23-09-2024,225L/V,NGO Colony,Lingampally,5,Round Trip,25,5,36.56,103,Ameerpet,259,3043.02
24-09-2024,218L,Boduppal,Kachiguda,10,One Way,15,15,16.18,82,Ameerpet,225,10598.2
24-09-2024,272C,Mehdipatnam,Bowrampet,17,One Way,28,5,6.3,30,Ameerpet,169,13709.59
24-09-2024,187JL,BHEL,Kachiguda,17,One Way,7,20,6.67,34,Ameerpet,464,8006.09
24-09-2024,9K/272G,Koti,Nampally,16,Round Trip,17,15,24.62,11,Ameerpet,321,3919.67
24-09-2024,225HP,Suraram,Patancheru Bus Station,7,Round Trip,19,20,21.81,15,Ameerpet,369,9132.02
24-09-2024,225S,KPHB,Kachiguda,11,Round Trip,20,15,40.09,118,Ameerpet,256,10560.68
24-09-2024,218C,Gandimaisamma X Road,VV Nagar,13,Round Trip,18,30,23.37,17,Ameerpet,370,14937.19
24-09-2024,225M,KPHB,Secunderabad Bus Station,14,One Way,27,30,31.11,48,Ameerpet,212,7820.91
24-09-2024,90 U,Chengicherla,Kachiguda,6,One Way,12,5,12.27,114,Ameerpet,446,4604.652014
24-09-2024,283D,Mehdipatnam,Balanagar X Road,16,Round Trip,6,10,14.93,85,Ameerpet,209,7801.81
24-09-2024,225L/V,L.B. Nagar,Patancheru Bus Station,11,One Way,26,20,29.06,92,Ameerpet,391,14549.25
24-09-2024,19M/224,Charminar,Ameerpet,12,One Way,7,30,35.89,86,Ameerpet,142,9140.66
24-09-2024,9X/171M,KPHB,Shamshiguda,20,One Way,17,15,38.2,44,Ameerpet,354,14910.39
25-09-2024,201M,Hayathnagar,Vanasthalipuram(Saheb Nagar),10,One Way,31,29,56.74,58,Koti,499,1123.188437
25-09-2024,189R,Aramghar,Gajula Ramaram,10,One Way,12,20,37.68,18,Ameerpet,115,4668.93
25-09-2024,189M,Aramghar,ESI,8,Round Trip,16,5,27.77,96,Ameerpet,216,3463.73
25-09-2024,225S,Dilsukhnagar,Afzalgunj,6,Round Trip,13,15,39.17,62,Ameerpet,484,6787.67
25-09-2024,9X/272G,Borabanda,Bowrampet,17,Round Trip,24,20,27.11,77,Ameerpet,306,2339.95
25-09-2024,289M,BHEL,Bachupally,7,Round Trip,20,20,19.97,115,Ameerpet,381,14849.19
25-09-2024,9K,Allwyn Colony,Balanagar X Road,14,One Way,8,20,19.72,84,Ameerpet,362,14143.79
25-09-2024,283D,KPHB,Kachiguda,17,One Way,21,30,26.37,77,Ameerpet,296,2923.88
25-09-2024,224H,Jagadgirigutta,Kondapur Bus Station,17,One Way,11,15,23.85,93,Ameerpet,275,4291.99
25-09-2024,225A,NGO Colony,ESI,14,Round Trip,18,20,18.16,94,Ameerpet,153,4465.79
25-09-2024,218D,L.B. Nagar,ESI,9,Round Trip,5,20,16.85,104,Ameerpet,218,11847.12464
25-09-2024,19M,Borabanda,Balanagar X Road,18,One Way,6,10,42.73,77,Ameerpet,220,8851.85
25-09-2024,83K,Chengicherla,Kondapur Bus Station,17,Round Trip,27,30,39.62,70,Ameerpet,362,10029.06
25-09-2024,189M/92A,Uppal X Road,Kondapur Bus Station,7,Round Trip,10,5,38.48,17,Ameerpet,161,8197.11
26-09-2024,127K/V,Hitech city,JNTU,13,Round-trip,17,34,49.1,28,Hitech City,419,3826.52
26-09-2024,187J,Suraram,Ameerpet,8,Round Trip,14,30,19.02,104,Ameerpet,285,5899.14
26-09-2024,19Y/F,Aramghar,VV Nagar,20,One Way,8,10,31.51,76,Ameerpet,361,15126.40161
26-09-2024,225S,Jagadgirigutta,Nampally,15,Round Trip,28,30,24.65,105,Ameerpet,329,13815.4
26-09-2024,9 YF,BHEL,Shamshiguda,6,Round Trip,11,10,48.11,52,Ameerpet,309,4015.55
26-09-2024,113C,Jeedimetla,Lingampally,18,One Way,30,30,22.83,96,Ameerpet,263,9823.26
26-09-2024,218L,MGBS,Gandimaisamma,7,Round Trip,5,30,36.4,64,Ameerpet,433,2264.33
26-09-2024,102B/218L,Allwyn Colony,Balanagar X Road,5,Round Trip,16,30,16.04,86,Ameerpet,486,18096.31254
26-09-2024,19F,NGO Colony,Shamshiguda,16,One Way,15,10,23.02,47,Ameerpet,217,2968.68
26-09-2024,113C,Boduppal,Balanagar X Road,11,Round Trip,6,15,12.28,35,Ameerpet,469,9613.81
26-09-2024,189M,Aramghar,Nampally,12,Round Trip,14,20,20.71,119,Ameerpet,425,5719.95
26-09-2024,90 D,KPHB,VV Nagar,20,One Way,25,20,30.19,92,Ameerpet,491,3076.72
26-09-2024,183,Central Bus Station,Lingampally,14,One Way,13,20,26.73,45,Ameerpet,279,14568.4
26-09-2024,225A,MGBS,Ameerpet,10,One Way,27,30,28.97,117,Ameerpet,298,5649.63
26-09-2024,9X/171M,Gandimaisamma X Road,Gandimaisamma,19,Round Trip,21,20,22.87,22,Ameerpet,112,13991.83
26-09-2024,225HP,Charminar,Lingampally,9,One Way,9,10,9.33,95,Ameerpet,355,5537.04
26-09-2024,19Y/F,Chengicherla,Kachiguda,12,One Way,14,20,5.14,94,Ameerpet,231,8454.4
26-09-2024,218HG,Koti,VV Nagar,10,Round Trip,19,20,35.89,71,Ameerpet,447,7456.04
26-09-2024,83J/230,Mehdipatnam,Patancheru Bus Station,15,Round Trip,17,15,14.51,97,Ameerpet,413,7573.57
26-09-2024,218/19M,Aramghar,Suraram,19,One Way,6,5,41.89,78,Ameerpet,217,12631.98
26-09-2024,183AJ,Koti,Gandimaisamma,10,One Way,21,5,24.13,62,Ameerpet,219,7029.59
26-09-2024,9K/283K,Suraram,Ameerpet,8,Round Trip,13,20,30.7,18,Ameerpet,101,14256.06
27-09-2024,10H/250C,Sai Nagar Colony,Bachupally X Road,13,Round-trip,14,30,44.1,91,Hitech City,382,1039.7
27-09-2024,127VB,L.B. Nagar ring Road,Infosys,4,One-way,7,17,12.89,119,Hitech City,374,2746.46
27-09-2024,9K,BHEL,ESI,17,Round Trip,18,30,6.67,19,Ameerpet,120,14617.25
27-09-2024,19M,Charminar,Hayathnagar,16,One Way,30,10,35.38,22,Ameerpet,250,3137.56
27-09-2024,9 YF,Charminar,Kondapur Bus Station,15,Round Trip,10,5,48.42,93,Ameerpet,146,8952.22
27-09-2024,183AJ,Allwyn Colony,ESI,20,One Way,5,5,47.54,22,Ameerpet,249,11952.69
27-09-2024,83K,Dilsukhnagar,Kachiguda,12,Round Trip,28,5,42.68,68,Ameerpet,318,9185.93
27-09-2024,102B/218L,Boduppal,Kachiguda,10,One Way,5,10,21.1,113,Ameerpet,446,8217.17
27-09-2024,225,BHEL,Gandimaisamma,14,Round Trip,17,5,29,71,Ameerpet,443,8995.1
27-09-2024,9X/272G,Suraram,Secunderabad Bus Station,7,One Way,16,20,43.89,28,Ameerpet,459,6762.52
27-09-2024,9K/283K,Mehdipatnam,Kachiguda,8,One Way,19,15,33.83,40,Ameerpet,304,6234.02
27-09-2024,225HP,Suraram,Afzalgunj,19,One Way,18,30,40.13,38,Ameerpet,158,9450.18
27-09-2024,225M,Koti,Ameerpet,8,Round Trip,28,15,34.19,83,Ameerpet,493,6454.66
27-09-2024,225HP,Borabanda,Patancheru Bus Station,20,One Way,30,15,49.35,18,Ameerpet,146,5930.01
27-09-2024,218/19M,NGO Colony,Kondapur Bus Station,13,Round Trip,22,10,30.25,21,Ameerpet,103,9589.14
27-09-2024,225L,MGBS,Bachupally,5,Round Trip,15,20,31.55,14,Ameerpet,213,3051.12
27-09-2024,113EL,Jeedimetla,Nampally,12,Round Trip,23,10,26.52,45,Ameerpet,422,14982.42
28-09-2024,201M,Nagole Ring Road,Saroor Nagar Bus Terminal,13,Round Trip,49,48,89.62,19,Koti,237,1604.9
28-09-2024,205B,Koti Osmania Hospital,Ramoji Film City,7,One Way,5,31,81.86,81,Koti,411,3898.62
28-09-2024,223A,Central Bus Station,Nampally,5,Round Trip,23,20,36.61,69,Ameerpet,392,3771.29
28-09-2024,218L,Jeedimetla,Gandimaisamma,6,One Way,19,15,21.47,103,Ameerpet,138,6496.67
28-09-2024,187JL,L.B. Nagar,Kachiguda,12,One Way,7,20,13.51,93,Ameerpet,450,12208.13
28-09-2024,41,Borabanda,ESI,6,Round Trip,29,5,12.68,30,Ameerpet,301,14498.24
28-09-2024,225HP,Central Bus Station,Balanagar X Road,17,One Way,28,15,16.43,95,Ameerpet,109,9616.85
28-09-2024,225,Chengicherla,L.B. Nagar Ring Road,7,Round Trip,6,20,22.19,44,Ameerpet,346,3472.67
28-09-2024,187JL,Aramghar,Bowrampet,8,Round Trip,12,30,41.74,32,Ameerpet,378,9864.53
28-09-2024,9K,Chengicherla,L.B. Nagar Ring Road,6,Round Trip,18,15,41.25,106,Ameerpet,213,10189.26
28-09-2024,19M,L.B. Nagar,Nampally,9,Round Trip,15,30,46.27,104,Ameerpet,192,10534.44
28-09-2024,230N,Jagadgirigutta,Kondapur Bus Station,7,One Way,15,30,33.12,34,Ameerpet,346,12973.86
28-09-2024,225L,Boduppal,Film Nagar,12,One Way,24,15,27.61,101,Ameerpet,401,14949.21
29-09-2024,299P,TSRTC pushpak,Abdullapurmet,6,One Way,34,10,80.15,14,Koti,196,2711.62
29-09-2024,205M,Koti Osmania Hospital,Ramoji Film City,5,Round Trip,50,36,99.61,11,Koti,84,3284.38
29-09-2024,19Y/F,Dilsukhnagar,Gajula Ramaram,5,One Way,22,15,14.47,66,Ameerpet,322,4363.03
29-09-2024,19M,Kukatpally,ESI,10,Round Trip,13,20,27.67,62,Ameerpet,319,4595.79
29-09-2024,19F/A,Uppal X Road,ESI,15,One Way,24,5,44.01,46,Ameerpet,365,13744.03
29-09-2024,9K/272G,Central Bus Station,Bachupally,6,One Way,29,20,15.81,110,Ameerpet,330,9009.41
29-09-2024,218L/V,Charminar,Bowrampet,6,Round Trip,8,30,20.26,55,Ameerpet,105,12227.16
29-09-2024,189 MJ,Aramghar,Shamshiguda,19,One Way,29,20,7.2,98,Ameerpet,478,12317.54
29-09-2024,19M/224,Boduppal,Afzalgunj,5,One Way,30,10,43.59,118,Ameerpet,486,4356.47
29-09-2024,225S,BHEL,ESI,12,Round Trip,12,30,19.52,52,Ameerpet,320,12924.61
29-09-2024,19F/A,Aramghar,Secunderabad Bus Station,11,Round Trip,12,15,14.56,63,Ameerpet,197,13703.03
29-09-2024,230N,Suraram,L.B. Nagar Ring Road,8,Round Trip,21,30,35.55,97,Ameerpet,476,12548.32
29-09-2024,218HG,Dilsukhnagar,Afzalgunj,16,One Way,9,10,48.89,16,Ameerpet,335,2114.6
30-09-2024,222D,Chengicherla,Gandimaisamma,15,One Way,26,5,42.5,63,Ameerpet,400,4811.7
30-09-2024,289M,Koti,Shamshiguda,11,Round Trip,8,30,23.92,32,Ameerpet,111,4337.09
30-09-2024,83J/272G,Gandimaisamma X Road,Film Nagar,20,One Way,21,20,30.65,86,Ameerpet,442,14649.33811
30-09-2024,9X/272G,NGO Colony,Hayathnagar,15,One Way,30,5,17.42,114,Ameerpet,494,10968.27
30-09-2024,9X/283D,Jeedimetla,Suraram,14,Round Trip,21,30,12.06,97,Ameerpet,295,2677.81
30-09-2024,83J/272G,Suraram,Shamshiguda,14,Round Trip,14,30,35.28,106,Ameerpet,213,6720.67
30-09-2024,218/19M,MGBS,L.B. Nagar Ring Road,19,Round Trip,21,5,25.65,13,Ameerpet,114,2172.23
30-09-2024,230N,Kukatpally,Shamshiguda,15,One Way,13,10,16.19,69,Ameerpet,403,5704.04
